transcript_id	base_enst	gene_id	gene_name	chrom	strand	cds_len	n_codons	n_cds_exons	n_internal_junctions	div_by_3	length_filtered	in_txome_ref
ENST00000254322.3	ENST00000254322	ENSG00000132002.8	DNAJB1	chr19	-	1020	340	3	2	True	False	True
ENST00000254323.6	ENST00000254323	ENSG00000132003.9	ZSWIM4	chr19	+	2967	989	13	12	True	False	True
ENST00000254325.9	ENST00000254325	ENSG00000132005.9	RFX1	chr19	-	2937	979	20	19	True	False	True
ENST00000254337.10	ENST00000254337	ENSG00000132017.10	DCAF15	chr19	+	1800	600	13	12	True	True	True
ENST00000254436.8	ENST00000254436	ENSG00000132109.10	TRIM21	chr11	-	1425	475	6	5	True	False	True
ENST00000254442.7	ENST00000254442	ENSG00000091157.13	WDR7	chr18	+	4470	1490	27	26	True	False	True
ENST00000254480.10	ENST00000254480	ENSG00000173473.11	SMARCC1	chr3	-	3315	1105	28	27	True	False	True
ENST00000254488.7	ENST00000254488	ENSG00000132164.10	SLC6A11	chr3	+	1896	632	14	13	True	False	True
ENST00000254508.7	ENST00000254508	ENSG00000132182.12	NUP210	chr3	-	5661	1887	40	39	True	False	True
ENST00000254521.7	ENST00000254521	ENSG00000132196.15	HSD17B7	chr1	+	1023	341	9	8	True	False	True
ENST00000254528.4	ENST00000254528	ENSG00000132205.11	EMILIN2	chr18	+	3159	1053	8	7	True	False	True
ENST00000254579.11	ENST00000254579	ENSG00000179532.13	DNHD1	chr11	+	14259	4753	41	40	True	False	True
ENST00000254584.6	ENST00000254584	ENSG00000132254.12	ARFIP2	chr11	-	1023	341	7	6	True	False	True
ENST00000254605.11	ENST00000254605	ENSG00000132275.11	RRP8	chr11	-	1368	456	7	6	True	False	True
ENST00000254616.11	ENST00000254616	ENSG00000132286.12	TIMM10B	chr11	+	309	103	3	2	True	True	True
ENST00000254624.10	ENST00000254624	ENSG00000132294.15	EFR3A	chr8	+	2463	821	23	22	True	False	True
ENST00000254627.4	ENST00000254627	ENSG00000253117.5	OC90	chr8	-	1431	477	13	12	True	False	True
ENST00000254630.12	ENST00000254630	ENSG00000132300.19	PTCD3	chr2	+	2067	689	24	23	True	True	True
ENST00000254654.8	ENST00000254654	ENSG00000132323.9	ILKAP	chr2	-	1176	392	12	11	True	False	True
ENST00000254657.8	ENST00000254657	ENSG00000132326.12	PER2	chr2	-	3765	1255	22	21	True	False	True
ENST00000254661.5	ENST00000254661	ENSG00000132329.11	RAMP1	chr2	+	444	148	3	2	True	False	True
ENST00000254691.10	ENST00000254691	ENSG00000132357.14	CARD6	chr5	+	3111	1037	3	2	True	True	True
ENST00000254718.8	ENST00000254718	ENSG00000132382.14	MYBBP1A	chr17	-	3984	1328	26	25	True	False	True
ENST00000254719.10	ENST00000254719	ENSG00000132383.12	RPA1	chr17	+	1848	616	17	16	True	False	True
ENST00000254722.9	ENST00000254722	ENSG00000132386.11	SERPINF1	chr17	+	1254	418	7	6	True	False	True
ENST00000254730.11	ENST00000254730	ENSG00000132394.11	EEFSEC	chr3	+	1788	596	7	6	True	True	True
ENST00000254759.8	ENST00000254759	ENSG00000132423.12	COQ3	chr6	-	1107	369	7	6	True	True	True
ENST00000254765.4	ENST00000254765	ENSG00000132429.10	POPDC3	chr6	-	873	291	3	2	True	False	True
ENST00000254770.2	ENST00000254770	ENSG00000132434.9	LANCL2	chr7	+	1350	450	9	8	True	False	True
ENST00000254799.11	ENST00000254799	ENSG00000132463.14	GRSF1	chr4	-	1440	480	9	8	True	False	True
ENST00000254803.4	ENST00000254803	ENSG00000132467.4	UTP3	chr4	+	1437	479	1	0	True	False	True
ENST00000254810.8	ENST00000254810	ENSG00000132475.10	H3-3B	chr17	-	408	136	3	2	True	False	True
ENST00000254816.6	ENST00000254816	ENSG00000132481.7	TRIM47	chr17	-	1914	638	6	5	True	False	True
ENST00000254821.10	ENST00000254821	ENSG00000132485.14	ZRANB2	chr1	-	960	320	10	9	True	True	True
ENST00000254846.9	ENST00000254846	ENSG00000132510.10	KDM6B	chr17	+	5046	1682	19	18	True	False	True
ENST00000254850.11	ENST00000254850	ENSG00000161944.16	ASGR2	chr17	-	861	287	8	7	True	False	True
ENST00000254854.5	ENST00000254854	ENSG00000132518.7	GUCY2D	chr17	+	3309	1103	18	17	True	False	True
ENST00000254878.8	ENST00000254878	ENSG00000132541.11	RIDA	chr8	-	411	137	6	5	True	False	True
ENST00000254898.7	ENST00000254898	ENSG00000132561.14	MATN2	chr8	+	2868	956	18	17	True	False	True
ENST00000254900.9	ENST00000254900	ENSG00000112983.17	BRD8	chr5	-	3705	1235	27	26	True	False	True
ENST00000254928.10	ENST00000254928	ENSG00000132591.12	ERAL1	chr17	+	1311	437	10	9	True	True	True
ENST00000254940.10	ENST00000254940	ENSG00000132603.15	NIP7	chr16	+	540	180	5	4	True	False	True
ENST00000254942.8	ENST00000254942	ENSG00000132604.11	TERF2	chr16	-	1626	542	10	9	True	False	True
ENST00000254950.13	ENST00000254950	ENSG00000132612.16	VPS4A	chr16	+	1311	437	11	10	True	False	True
ENST00000254958.10	ENST00000254958	ENSG00000101384.12	JAG1	chr20	-	3654	1218	26	25	True	False	True
ENST00000254963.7	ENST00000254963	ENSG00000132622.11	HSPA12B	chr20	+	2058	686	12	11	True	False	True
ENST00000254976.7	ENST00000254976	ENSG00000132639.13	SNAP25	chr20	+	618	206	7	6	True	False	True
ENST00000254998.3	ENST00000254998	ENSG00000132661.4	NXT1	chr20	+	420	140	1	0	True	False	True
ENST00000255006.11	ENST00000255006	ENSG00000132669.13	RIN2	chr20	+	2832	944	12	11	True	False	True
ENST00000255008.4	ENST00000255008	ENSG00000132671.5	SSTR4	chr20	+	1164	388	1	0	True	False	True
ENST00000255030.9	ENST00000255030	ENSG00000132693.12	CRP	chr1	-	672	224	2	1	True	False	True
ENST00000255039.6	ENST00000255039	ENSG00000132702.13	HAPLN2	chr1	+	1020	340	5	4	True	False	True
ENST00000255040.3	ENST00000255040	ENSG00000132703.4	APCS	chr1	+	669	223	2	1	True	False	True
ENST00000255078.8	ENST00000255078	ENSG00000132740.9	IGHMBP2	chr11	+	2979	993	15	14	True	False	True
ENST00000255082.8	ENST00000255082	ENSG00000132744.8	ACY3	chr11	-	957	319	6	5	True	False	True
ENST00000255087.10	ENST00000255087	ENSG00000132749.11	TESMIN	chr11	-	1524	508	9	8	True	False	True
ENST00000255108.8	ENST00000255108	ENSG00000132768.14	DPH2	chr1	+	1467	489	6	5	True	False	True
ENST00000255152.3	ENST00000255152	ENSG00000132801.7	ZSWIM3	chr20	+	2088	696	2	1	True	False	True
ENST00000255174.3	ENST00000255174	ENSG00000132823.11	OSER1	chr20	-	876	292	3	2	True	False	True
ENST00000255189.8	ENST00000255189	ENSG00000132837.15	DMGDH	chr5	-	2598	866	16	15	True	False	True
ENST00000255192.8	ENST00000255192	ENSG00000132840.10	BHMT2	chr5	+	1089	363	8	7	True	True	True
ENST00000255194.11	ENST00000255194	ENSG00000132842.14	AP3B1	chr5	-	3282	1094	27	26	True	False	True
ENST00000255198.3	ENST00000255198	ENSG00000132846.6	ZBED3	chr5	-	702	234	1	0	True	False	True
ENST00000255224.8	ENST00000255224	ENSG00000132872.12	SYT4	chr18	-	1275	425	4	3	True	False	True
ENST00000255226.11	ENST00000255226	ENSG00000132874.15	SLC14A2	chr18	+	2760	920	19	18	True	False	True
ENST00000255262.4	ENST00000255262	ENSG00000132911.5	NMUR2	chr5	-	1245	415	4	3	True	False	True
ENST00000255266.10	ENST00000255266	ENSG00000132915.11	PDE6A	chr5	-	2580	860	22	21	True	False	True
ENST00000255304.9	ENST00000255304	ENSG00000132952.12	USPL1	chr13	+	3276	1092	8	7	True	False	True
ENST00000255305.10	ENST00000255305	ENSG00000132953.16	XPO4	chr13	-	3453	1151	23	22	True	False	True
ENST00000255324.10	ENST00000255324	ENSG00000132972.19	RNF17	chr13	+	4869	1623	35	34	True	False	True
ENST00000255380.8	ENST00000255380	ENSG00000133019.11	CHRM3	chr1	+	1770	590	1	0	True	False	True
ENST00000255381.2	ENST00000255381	ENSG00000264424.1	MYH4	chr17	-	5817	1939	38	37	True	False	True
ENST00000255390.10	ENST00000255390	ENSG00000133028.12	SCO1	chr17	-	903	301	6	5	True	True	True
ENST00000255409.8	ENST00000255409	ENSG00000133048.13	CHI3L1	chr1	-	1149	383	10	9	True	False	True
ENST00000255416.9	ENST00000255416	ENSG00000133055.9	MYBPH	chr1	-	1431	477	10	9	True	False	True
ENST00000255476.3	ENST00000255476	ENSG00000133111.4	RFXAP	chr13	+	816	272	3	2	True	False	True
ENST00000255499.3	ENST00000255499	ENSG00000133135.14	RNF128	chrX	+	1284	428	7	6	True	False	True
ENST00000255531.8	ENST00000255531	ENSG00000165194.15	PCDH19	chrX	-	3303	1101	5	4	True	True	True
ENST00000255559.7	ENST00000255559	ENSG00000133195.11	SLC39A11	chr17	-	1005	335	9	8	True	False	True
ENST00000255608.9	ENST00000255608	ENSG00000133243.10	BTBD2	chr19	-	1575	525	9	8	True	True	True
ENST00000255613.8	ENST00000255613	ENSG00000133247.14	KMT5C	chr19	+	1386	462	8	7	True	False	True
ENST00000255631.9	ENST00000255631	ENSG00000133265.11	HSPBP1	chr19	-	1077	359	7	6	True	False	True
ENST00000255641.13	ENST00000255641	ENSG00000133275.16	CSNK1G2	chr19	+	1245	415	11	10	True	False	True
ENST00000255681.7	ENST00000255681	ENSG00000133315.11	MACROD1	chr11	-	975	325	10	9	True	False	True
ENST00000255688.8	ENST00000255688	ENSG00000133321.11	PLAAT4	chr11	+	492	164	4	3	True	False	True
ENST00000255695.2	ENST00000255695	ENSG00000133328.4	PLAAT2	chr11	-	486	162	4	3	True	False	True
ENST00000255759.11	ENST00000255759	ENSG00000133393.13	FOPNL	chr16	-	522	174	5	4	True	True	True
ENST00000255764.4	ENST00000255764	ENSG00000133398.4	MED10	chr5	-	405	135	4	3	True	False	True
ENST00000255784.5	ENST00000255784	ENSG00000100147.13	CCDC134	chr22	+	687	229	6	5	True	False	True
ENST00000255858.12	ENST00000255858	ENSG00000133488.15	SEC14L4	chr22	-	1218	406	12	11	True	False	True
ENST00000255882.11	ENST00000255882	ENSG00000241973.11	PI4KA	chr22	-	6306	2102	55	54	True	False	True
ENST00000255977.7	ENST00000255977	ENSG00000133606.11	MKRN1	chr7	-	1446	482	8	7	True	False	True
ENST00000256001.13	ENST00000256001	ENSG00000133627.18	ACTR3B	chr7	+	1254	418	12	11	True	False	True
ENST00000256010.7	ENST00000256010	ENSG00000133636.11	NTS	chr12	+	510	170	4	3	True	False	True
ENST00000256015.5	ENST00000256015	ENSG00000133639.6	BTG1	chr12	-	513	171	2	1	True	False	True
ENST00000256079.9	ENST00000256079	ENSG00000133704.10	IPO8	chr12	-	3111	1037	25	24	True	False	True
ENST00000256103.3	ENST00000256103	ENSG00000147588.7	PMP2	chr8	-	396	132	4	3	True	False	True
ENST00000256104.5	ENST00000256104	ENSG00000170323.9	FABP4	chr8	-	396	132	4	3	True	False	True
ENST00000256108.10	ENST00000256108	ENSG00000133731.10	IMPA1	chr8	-	831	277	8	7	True	False	True
ENST00000256151.8	ENST00000256151	ENSG00000133773.12	CCDC59	chr12	-	723	241	4	3	True	True	True
ENST00000256178.8	ENST00000256178	ENSG00000133800.9	LYVE1	chr11	-	966	322	6	5	True	False	True
ENST00000256190.12	ENST00000256190	ENSG00000133812.15	SBF2	chr11	-	5547	1849	40	39	True	False	True
ENST00000256196.9	ENST00000256196	ENSG00000133818.14	RRAS2	chr11	-	612	204	6	5	True	False	True
ENST00000256255.11	ENST00000256255	ENSG00000133872.14	SARAF	chr8	-	1017	339	6	5	True	False	True
ENST00000256257.2	ENST00000256257	ENSG00000133874.2	RNF122	chr8	-	465	155	6	5	True	False	True
ENST00000256261.9	ENST00000256261	ENSG00000133878.9	DUSP26	chr8	-	633	211	3	2	True	False	True
ENST00000256319.7	ENST00000256319	ENSG00000133935.7	ERG28	chr14	-	420	140	4	3	True	False	True
ENST00000256343.8	ENST00000256343	ENSG00000133962.8	CATSPERB	chr14	-	3348	1116	26	25	True	False	True
ENST00000256362.5	ENST00000256362	ENSG00000133980.5	VRTN	chr14	+	2106	702	1	0	True	False	True
ENST00000256366.6	ENST00000256366	ENSG00000213463.5	SYNJ2BP	chr14	-	435	145	4	3	True	False	True
ENST00000256367.3	ENST00000256367	ENSG00000133985.3	TTC9	chr14	+	666	222	3	2	True	False	True
ENST00000256379.9	ENST00000256379	ENSG00000133997.11	MED6	chr14	-	738	246	8	7	True	False	True
ENST00000256383.10	ENST00000256383	ENSG00000134001.14	EIF2S1	chr14	+	945	315	7	6	True	False	True
ENST00000256398.13	ENST00000256398	ENSG00000134014.17	ELP3	chr8	+	1641	547	15	14	True	False	True
ENST00000256404.8	ENST00000256404	ENSG00000134020.8	PEBP4	chr8	-	681	227	6	5	True	False	True
ENST00000256412.8	ENST00000256412	ENSG00000134028.14	ADAMDEC1	chr8	+	1410	470	14	13	True	False	True
ENST00000256429.8	ENST00000256429	ENSG00000134046.12	MBD2	chr18	-	1233	411	6	5	True	False	True
ENST00000256433.6	ENST00000256433	ENSG00000134049.6	IER3IP1	chr18	-	246	82	3	2	True	False	True
ENST00000256441.5	ENST00000256441	ENSG00000134056.12	MRPS36	chr5	+	309	103	4	3	True	False	True
ENST00000256442.10	ENST00000256442	ENSG00000134057.15	CCNB1	chr5	+	1299	433	9	8	True	False	True
ENST00000256443.8	ENST00000256443	ENSG00000134058.12	CDK7	chr5	+	1038	346	12	11	True	False	True
ENST00000256447.5	ENST00000256447	ENSG00000134061.5	CD180	chr5	-	1983	661	3	2	True	False	True
ENST00000256458.5	ENST00000256458	ENSG00000134070.5	IRAK2	chr3	+	1875	625	13	12	True	False	True
ENST00000256460.8	ENST00000256460	ENSG00000134072.11	CAMK1	chr3	-	1110	370	11	10	True	False	True
ENST00000256474.3	ENST00000256474	ENSG00000134086.8	VHL	chr3	+	639	213	3	2	True	False	True
ENST00000256495.4	ENST00000256495	ENSG00000134107.5	BHLHE40	chr3	+	1236	412	5	4	True	False	True
ENST00000256497.9	ENST00000256497	ENSG00000134109.11	EDEM1	chr3	+	1971	657	12	11	True	False	True
ENST00000256509.7	ENST00000256509	ENSG00000134121.10	CHL1	chr3	+	3672	1224	26	25	True	False	True
ENST00000256538.9	ENST00000256538	ENSG00000134146.12	DPH6	chr15	-	801	267	9	8	True	True	True
ENST00000256544.8	ENST00000256544	ENSG00000134152.11	KATNBL1	chr15	-	912	304	9	8	True	False	True
ENST00000256545.9	ENST00000256545	ENSG00000134153.10	EMC7	chr15	-	726	242	5	4	True	True	True
ENST00000256552.11	ENST00000256552	ENSG00000134160.14	TRPM1	chr15	-	4875	1625	27	26	True	False	True
ENST00000256592.3	ENST00000256592	ENSG00000134200.4	TSHB	chr1	+	414	138	2	1	True	False	True
ENST00000256593.8	ENST00000256593	ENSG00000134201.12	GSTM5	chr1	+	654	218	8	7	True	False	True
ENST00000256637.8	ENST00000256637	ENSG00000134243.12	SORT1	chr1	-	2493	831	20	19	True	True	True
ENST00000256646.7	ENST00000256646	ENSG00000134250.20	NOTCH2	chr1	-	7413	2471	34	33	True	False	True
ENST00000256649.9	ENST00000256649	ENSG00000134253.10	TRIM45	chr1	-	1740	580	6	5	True	False	True
ENST00000256682.9	ENST00000256682	ENSG00000134287.10	ARF3	chr12	-	543	181	4	3	True	False	True
ENST00000256689.10	ENST00000256689	ENSG00000134294.14	SLC38A2	chr12	-	1518	506	15	14	True	False	True
ENST00000256720.6	ENST00000256720	ENSG00000134324.12	LPIN1	chr2	+	2670	890	19	18	True	False	True
ENST00000256722.9	ENST00000256722	ENSG00000134326.11	CMPK2	chr2	-	1347	449	5	4	True	True	True
ENST00000256737.8	ENST00000256737	ENSG00000134343.14	ANO3	chr11	+	2943	981	27	26	True	False	True
ENST00000256759.8	ENST00000256759	ENSG00000134363.12	FST	chr5	+	1032	344	6	5	True	False	True
ENST00000256785.5	ENST00000256785	ENSG00000134389.10	CFHR5	chr1	+	1707	569	10	9	True	False	True
ENST00000256797.9	ENST00000256797	ENSG00000134398.15	ERN2	chr16	-	2778	926	22	21	True	False	True
ENST00000256854.10	ENST00000256854	ENSG00000134440.12	NARS1	chr18	-	1644	548	14	13	True	False	True
ENST00000256857.7	ENST00000256857	ENSG00000134443.10	GRP	chr18	+	444	148	3	2	True	False	True
ENST00000256897.9	ENST00000256897	ENSG00000134480.16	CCNH	chr5	-	969	323	9	8	True	False	True
ENST00000256906.5	ENST00000256906	ENSG00000134489.7	HRH4	chr18	+	1170	390	3	2	True	False	True
ENST00000256925.11	ENST00000256925	ENSG00000134508.12	CABLES1	chr18	+	1899	633	10	9	True	True	True
ENST00000256951.10	ENST00000256951	ENSG00000134531.10	EMP1	chr12	+	471	157	4	3	True	False	True
ENST00000256953.6	ENST00000256953	ENSG00000134533.6	RERG	chr12	-	597	199	4	3	True	False	True
ENST00000256958.3	ENST00000256958	ENSG00000134538.3	SLCO1B1	chr12	+	2073	691	14	13	True	False	True
ENST00000256969.7	ENST00000256969	ENSG00000134548.11	SPX	chr12	+	348	116	6	5	True	False	True
ENST00000256996.9	ENST00000256996	ENSG00000134574.12	DDB2	chr11	+	1281	427	10	9	True	False	True
ENST00000256997.9	ENST00000256997	ENSG00000134575.13	ACP2	chr11	-	1269	423	11	10	True	False	True
ENST00000256999.7	ENST00000256999	ENSG00000086205.18	FOLH1	chr11	-	2250	750	19	18	True	False	True
ENST00000257013.9	ENST00000257013	ENSG00000134590.14	RTL8C	chrX	+	339	113	1	0	True	True	True
ENST00000257017.5	ENST00000257017	ENSG00000134594.5	RAB33A	chrX	+	711	237	2	1	True	False	True
ENST00000257068.2	ENST00000257068	ENSG00000134640.2	MTNR1B	chr11	+	1086	362	2	1	True	True	True
ENST00000257075.9	ENST00000257075	ENSG00000134644.15	PUM1	chr1	-	3558	1186	21	20	True	False	True
ENST00000257118.5	ENST00000257118	ENSG00000134686.18	PHC2	chr1	-	2574	858	14	13	True	False	True
ENST00000257177.9	ENST00000257177	ENSG00000134744.14	TUT4	chr1	-	4935	1645	29	28	True	False	True
ENST00000257181.10	ENST00000257181	ENSG00000134748.13	PRPF38A	chr1	+	936	312	10	9	True	False	True
ENST00000257189.5	ENST00000257189	ENSG00000134757.5	DSG3	chr18	+	2997	999	16	15	True	False	True
ENST00000257192.5	ENST00000257192	ENSG00000134760.6	DSG1	chr18	+	3147	1049	15	14	True	False	True
ENST00000257198.6	ENST00000257198	ENSG00000134765.10	DSC1	chr18	-	2682	894	16	15	True	False	True
ENST00000257209.8	ENST00000257209	ENSG00000134775.15	FHOD3	chr18	+	4317	1439	25	24	True	False	True
ENST00000257215.10	ENST00000257215	ENSG00000134780.10	DAGLA	chr11	+	3126	1042	19	18	True	False	True
ENST00000257245.9	ENST00000257245	ENSG00000134809.9	TIMM10	chr11	-	270	90	2	1	True	False	True
ENST00000257247.11	ENST00000257247	ENSG00000124942.14	AHNAK	chr11	-	447	149	4	3	True	False	True
ENST00000257248.3	ENST00000257248	ENSG00000134812.8	CBLIF	chr11	-	1251	417	9	8	True	False	True
ENST00000257264.4	ENST00000257264	ENSG00000134827.8	TCN1	chr11	-	1299	433	9	8	True	True	True
ENST00000257287.5	ENST00000257287	ENSG00000174799.11	CEP135	chr4	+	3420	1140	24	23	True	False	True
ENST00000257290.10	ENST00000257290	ENSG00000134853.12	PDGFRA	chr4	+	3267	1089	22	21	True	False	True
ENST00000257336.6	ENST00000257336	ENSG00000134897.14	BIVM	chr13	+	1509	503	9	8	True	False	True
ENST00000257347.9	ENST00000257347	ENSG00000134905.17	CARS2	chr13	-	1692	564	15	14	True	True	True
ENST00000257359.7	ENST00000257359	ENSG00000134917.10	ADAMTS8	chr11	-	2667	889	9	8	True	False	True
ENST00000257408.5	ENST00000257408	ENSG00000134962.7	KLB	chr4	+	3132	1044	5	4	True	True	True
ENST00000257430.9	ENST00000257430	ENSG00000134982.17	APC	chr5	+	8529	2843	15	14	True	False	True
ENST00000257527.9	ENST00000257527	ENSG00000135074.16	ADAM19	chr5	-	2754	918	23	22	True	False	True
ENST00000257536.12	ENST00000257536	ENSG00000135083.15	CCNJL	chr5	-	1161	387	5	4	True	False	True
ENST00000257548.10	ENST00000257548	ENSG00000135093.13	USP30	chr12	+	1551	517	13	12	True	False	True
ENST00000257549.9	ENST00000257549	ENSG00000135094.11	SDS	chr12	-	984	328	7	6	True	False	True
ENST00000257552.7	ENST00000257552	ENSG00000135097.7	MSI1	chr12	-	1086	362	14	13	True	False	True
ENST00000257555.11	ENST00000257555	ENSG00000135100.18	HNF1A	chr12	+	1893	631	10	9	True	False	True
ENST00000257570.9	ENST00000257570	ENSG00000135114.12	OASL	chr12	-	1542	514	6	5	True	False	True
ENST00000257572.5	ENST00000257572	ENSG00000135116.9	HRK	chr12	-	273	91	1	0	True	False	True
ENST00000257575.8	ENST00000257575	ENSG00000135119.14	RNFT2	chr12	+	1332	444	10	9	True	False	True
ENST00000257600.3	ENST00000257600	ENSG00000135144.7	DTX1	chr12	+	1860	620	9	8	True	False	True
ENST00000257604.9	ENST00000257604	ENSG00000135148.12	TRAFD1	chr12	+	1746	582	11	10	True	False	True
ENST00000257626.12	ENST00000257626	ENSG00000186088.16	GSAP	chr7	-	2562	854	31	30	True	True	True
ENST00000257627.4	ENST00000257627	ENSG00000135175.5	OCM2	chr7	-	327	109	4	3	True	False	True
ENST00000257663.4	ENST00000257663	ENSG00000135211.6	TMEM60	chr7	-	399	133	1	0	True	False	True
ENST00000257694.13	ENST00000257694	ENSG00000135241.17	PNPLA8	chr7	-	2346	782	9	8	True	False	True
ENST00000257696.5	ENST00000257696	ENSG00000135245.10	HILPDA	chr7	+	189	63	1	0	True	False	True
ENST00000257700.7	ENST00000257700	ENSG00000135249.8	RINT1	chr7	+	2376	792	15	14	True	False	True
ENST00000257749.9	ENST00000257749	ENSG00000112182.15	BACH2	chr6	-	2523	841	4	3	True	False	True
ENST00000257770.8	ENST00000257770	ENSG00000135318.12	NT5E	chr6	+	1722	574	9	8	True	False	True
ENST00000257776.5	ENST00000257776	ENSG00000135324.6	MRAP2	chr6	+	615	205	3	2	True	False	True
ENST00000257787.6	ENST00000257787	ENSG00000135334.9	AKIRIN2	chr6	-	609	203	5	4	True	False	True
ENST00000257789.4	ENST00000257789	ENSG00000135336.14	ORC3	chr6	+	2136	712	20	19	True	False	True
ENST00000257829.8	ENST00000257829	ENSG00000135372.9	NAT10	chr11	+	3075	1025	28	27	True	False	True
ENST00000257831.7	ENST00000257831	ENSG00000135373.12	EHF	chr11	+	900	300	8	7	True	False	True
ENST00000257832.7	ENST00000257832	ENSG00000135374.11	ELF5	chr11	-	765	255	6	5	True	False	True
ENST00000257836.4	ENST00000257836	ENSG00000135378.4	PRRG4	chr11	+	678	226	5	4	True	False	True
ENST00000257860.9	ENST00000257860	ENSG00000135406.14	PRPH	chr12	+	1410	470	9	8	True	False	True
ENST00000257861.7	ENST00000257861	ENSG00000135407.10	AVIL	chr12	-	2457	819	19	18	True	True	True
ENST00000257863.9	ENST00000257863	ENSG00000135409.11	AMHR2	chr12	+	1719	573	11	10	True	False	True
ENST00000257867.5	ENST00000257867	ENSG00000135413.9	LACRT	chr12	-	414	138	5	4	True	False	True
ENST00000257868.10	ENST00000257868	ENSG00000135414.10	GDF11	chr12	+	1221	407	3	2	True	False	True
ENST00000257894.2	ENST00000257894	ENSG00000135436.8	FAM186B	chr12	-	2679	893	7	6	True	False	True
ENST00000257895.10	ENST00000257895	ENSG00000135437.10	RDH5	chr12	+	954	318	4	3	True	False	True
ENST00000257901.7	ENST00000257901	ENSG00000135443.8	KRT85	chr12	-	1521	507	9	8	True	False	True
ENST00000257904.11	ENST00000257904	ENSG00000135446.17	CDK4	chr12	-	909	303	7	6	True	False	True
ENST00000257905.13	ENST00000257905	ENSG00000135447.17	PPP1R1A	chr12	-	513	171	7	6	True	False	True
ENST00000257909.8	ENST00000257909	ENSG00000135451.13	TROAP	chr12	+	2334	778	14	13	True	False	True
ENST00000257910.8	ENST00000257910	ENSG00000135452.10	TSPAN31	chr12	+	630	210	6	5	True	False	True
ENST00000257915.10	ENST00000257915	ENSG00000135457.10	TFCP2	chr12	-	1506	502	15	14	True	False	True
